"","story_id","id","province_human","province_oeda","cleantext"
"11","1129952_v0.2.0","55806feb421aa94f1148b650_1","rifdimashq ","no_loc"," ACTAR  of   ACTAR  resist movement  ACTAR  and  ACTAR  troop  made fresh gain in  AVERB  terrorist in  border mountain  ADMINN  of sub_rifdimashq   notori command of  takfiri  ACTAR  terrorist  ACTAR   AVERB in  simultan oper in   ADMINN .  ACTAR       s almanar tv  SOURZ   DAYZ sday  alli forc AVERB in territori  DIRECTZ  of sub_rifdimashq AVERB  ADMINN  of tallet ras alkosh and qornat ras alsahbah locat on  outskirt of   ADMINN  of jarajeer. accord to almanar  notori  ACTAR  command  AVERB in  concurr oper   DIRECTZ  of   ADMINN  on  outskirt of   ACTAR   ADMINN  of arsal.  terrorist leader identifi  abu balqi albaghdadi  AVERB in  AVERB  target   ADMINN  of wadi hmayed.     N  kilomet . N.N miles.   DIRECTZ  of arsal  ACTAR  target posit of  ACTAR  around   ADMINN  of ras baalbek push  away from  strateg  ADMINN  of alzuweiteya.   N  ACTAR   AVERB in similar AVERB  erupt last week   ACTAR  and  ACTAR  terrorist oper in   ADMINN .  ACTAR    SOURZ  lost   N percent of  land  previous AVERB in sub_rifdimashq   result of   N  MONZ  oper by  ACTAR  and   ACTAR  army.  mountain  ADMINN   straddl  lebanese ACTAR  border  previous use by  alnusra front terrorist for transfer weapon and ammunit   ACTAR      involv in terrorist activities.  ACTAR  AVERB  ADMINN   DIRECTZ  of arsal   ADMINN    AVERB by   ACTAR  army."
"12","1130837_v0.2.0","55802726421aa94edeabbe07_6;55801feb421aa94edeabbde1_6","no_loc","no_loc","akcakal  ACTAR . kurdish  ACTAR  AVERB AVERB  DAYZ sday of  key border  ADMINN  from   ACTAR  cut  major suppli line in  biggest setback yet for   ACTAR  in  ACTAR ."
"13","1131331_v0.2.0","5580aa41421aa94f026a719e_0","daraa ","daraa"," wreckag of   ACTAR   ACTAR  jet  crash in daraa last week. at least N  ACTAR  includ N children  AVERB   ACTAR  jet AVERB   ADMINN  in daraa  ADMINN  on  DAYZ sday  ACTAR  NONTOPIC. AVERB  attend lesson on  koran in sub_daraa local NONTOPIC   ACTAR  observatori for human right  ukbas  DAYZ itor  ACTAR .  ACTAR   ACTAR    comment on  SOURZ  of  AVERB.   N  ACTAR   AVERB in  civil war  began  anti ACTAR  protest in  MONZ  N.  ACTAR    make gain in recent week   ACTAR  forc in daraa  ADMINN     unrest   ACTAR  bashar alassad  rule  N  erupt  N  year ago.   .   ADMINN  of sub_daraa lie near   DIRECTZ  edg of daraa  ADMINN   far from  locat of   ACTAR  base   ACTAR  AVERB from  regim  week ago.  ACTAR  observatori NONTOPIC  AVERB toll from  DAYZ sday  AVERB  expect to rise    number of  AVERB  in serious condition.  ACTAR  also briefli overrun  nearbi althalaa air base   ACTAR  forc eventu retook . earlier on  DAYZ sday  unit state NONTOPIC  ACTAR    ACTAR  of use chemic weapon in  form of chlorinefil barrel AVERB attacks.  ACTAR  secretari of state john kerri NONTOPIC   absolut certain    call  vast preponder of  AVERB  carri out by  ACTAR  assad  forc rather   rebels. mr kerri NONTOPIC  intern communiti  patienc  wear thin   deprav of   ACTAR   tactics.  ACTAR  assad   continu NONTOPIC of authoris  forc to use chemic weapon     ACTAR  sinc  outbreak of  war. "
"14","1132093_v0.2.0","557fcf9f421aa94f1da64b78_3","rifdimashq ","no_loc"," ACTAR  and   ACTAR  AVERB   ACTAR   DAYZ sday in  DIRECTZ  sub_rifdimashq and on   DIRECTZ  outskirt of   ACTAR  border  ADMINN  AVERB   ACTAR   leader for   ADMINN  almanar NONTOPIC."
"15","1134723_v0.2.0","5580dd43421aa94ef1085356_6;55802726421aa94edeabbe07_6;55801feb421aa94edeabbde1_6","raqqah , alepp ","no_loc","akcakal  ACTAR . kurdish  ACTAR  AVERB AVERB  DAYZ sday of  key border  ADMINN  from   ACTAR  cut  major suppli line in  biggest setback yet for   ACTAR  in  ACTAR . from across  frontier in  ACTAR   kurd and alli  ACTAR    seen rais  banner in place of  black  flag and AVERB  posit at  sub_raqqah border post.  ACTAR    kurdish  ACTAR       s protect unit . ypg.   ACTAR  wave  yellow banner  turkish troop look on from   side of  frontier.  AVERB of sub_raqqah use by    gateway from  ACTAR  to  de facto capit raqqah  ADMINN   _the biggest setback to  sinc  NONTOPIC  caliph  N  year ago       NONTOPIC rami abdel rahman  head of   ACTAR  observatori for human right  DAYZ itor  ACTAR .  frontier  ADMINN    key conduit for foreign  ACTAR  and suppli  held territori in  ACTAR  and for export of black market oil from  ACTAR held field in  DIRECTZ   ACTAR  analyst NONTOPIC. sub_raqqah      s fall to  kurd  _the  signific loss for  in  ACTAR  yet       NONTOPIC aymenn altamimi  expert at  middl  DIRECTZ  forum research  ACTAR .  kurdish forc and  ACTAR  alli launch   N prong AVERB on sub_raqqah on  MONZ  N back by AVERB by   ACTAR l coalit AVERB  in  ACTAR  and  ACTAR .  anti forc AVERB   ADMINN  from   DIRECTZ  and  DIRECTZ   AVERB  border cross just  DIRECTZ  of  on  DAYZ day.  observatori and kurdish sourc NONTOPIC   AVERB full AVERB of   ADMINN  by earli  DAYZ sday. _is withdrew without much AVERB yesterday.    easi win       NONTOPIC ahm seyxo   ACTAR  for  democrat union  ACTAR   polit  ACTAR  tie to  ypg.  AVERB  sent  N  of terrifi resid AVERB   ACTAR     ACTAR  refuge agenc NONTOPIC  DAYZ sday   N  ACTAR   sought refug across  border   MONZ  N and N.  SOURZ  journalist at akcakal on  turkish side of  frontier NONTOPIC    sign of AVERB on   ACTAR  side earli on  DAYZ sday    N  famili wait to  allow   ACTAR . ypg  ACTAR  and  ACTAR  unit  comb    ADMINN  to clear mine and boobytrap car left behind by   ACTAR   allow  ACTAR  to return. _there  mine and car AVERB everywher and bodi of   ACTAR  lie in  street       NONTOPIC sherfan darwish   ACTAR  for  burkan alfurat  ACTAR  AVERB alongsid  kurds.   rout from sub_raqqah to raqqah cut  will  to reli on border cross much   DIRECTZ  in neighbour aleppo  ADMINN  ad  N  kilometr . miles.  to  suppli line abdel rahman NONTOPIC.  still hold   ACTAR  side of  sub_aleppo cross in aleppo   close on  turkish side.  inform border rout remain open  none to rival sub_raqqah. analyst NONTOPIC  loss of   ADMINN     major blow to  moral just    ACTAR  commemor   N  anniversari of  NONTOPIC last year of  selfstyl islam _caliph      . _this  come at  time of year    tri to look  power  possibl       NONTOPIC charli winter  research on jihad at  londonbas quilliam foundation.  kurdish victori at sub_raqqah  NONTOPIC  undermin       s _narrat of constant divin momentum      .   AVERB for  kurdish major border  ADMINN  of sub_aleppo  in  headlin for  MONZ  last year  loss of sub_raqqah   bigger strateg blow    held   ADMINN  for   year winter NONTOPIC. kurdish forc now AVERB around N kilometr . N miles.  of contigu border territori from sub_aleppo in aleppo  ADMINN  to  DIRECTZ   ACTAR  abdel rahman NONTOPIC.  AVERB  prompt critic from turkish  ACTAR   fear  grow power of kurdish forc in  ACTAR  will embolden  ACTAR       s kurdish minority. turkish  ACTAR   NONTOPIC  ypg of expel arab and turkmen  ACTAR  and of seek to unit  kurdishmajor  ADMINN  of  ACTAR ."
"16","1136044_v0.2.0","55817ed7421aa94f564d95ce_0;5581618e421aa94f07838be1_2;5581862b421aa94f1148b987_3","quneitra , rifdimashq , damascus","damascus"," ACTAR  launch  widerang offens   ACTAR  posit near  israeliAVERB sub_quneitra on  DAYZ nesday  AVERB in and around damascus AVERB at least N  ACTAR  NONTOPIC.   ACTAR  of   DIRECTZ  front allianc and  call haramoun  ACTAR  target  N   ADMINN  in  golan includ   ADMINN  and  ADMINN  of quneitra sub_quneitra sub_quneitra sub_quneitra and  base of brigad N  main  ACTAR  forc in   ADMINN  NONTOPIC  ACTAR  jamal aljolani   base in  DIRECTZ   ACTAR . _the AVERB now  insid   ADMINN  of quneitra       aljolani NONTOPIC via skype.  NONTOPIC  haramoun  ACTAR   includ alqaeda      s  ACTAR  affili and  ultraconserv ahrar alsham AVERB   ADMINN    DIRECTZ  front  ACTAR  AVERB on  ground. insurg   on  offens in  DIRECTZ   ACTAR  for  past  N   MONZ  AVERB  ACTAR  base  ADMINN  and  border cross point  jordan. maj. issam el rayy   ACTAR  for   DIRECTZ  front NONTOPIC  aim of  offens _is to liber remain regim target in quneitra.        ad   aim to link  DIRECTZ   ACTAR    ACTAR held neighbourhood in   ADMINN  of assad      s seat of power in damascus damascus. _this   wide AVERB   simpl  N         NONTOPIC ad  in addit to   ADMINN  and  ADMINN  in quneitra   ACTAR   AVERB to AVERB  seri of strateg hill in   DIRECTZ   ADMINN .  britainbas  ACTAR  observatori for human right NONTOPIC  AVERB on  DAYZ nesday AVERB  soldier and  N  insurg   N   ACTAR   AVERB  day . explos from  AVERB   seen from   ACTAR AVERB sub_quneitra  N  mile . km.  away.   ACTAR  helicopt   heard drop AVERB on  ACTAR  target  tank believ to belong to   ACTAR  fire back.  isra warplan flew along  frontier   precautionari move. just  noon warn siren sound in  israeliAVERB golan near  quneitra border crossing. AVERB and gunfir from  ACTAR       s civil war occasion  stray across  frontier     immedi  SOURZ  of  spill  on  DAYZ nesday.  golan   popular destin for tourist  of  stop to watch  AVERB in  distance.  ACTAR       s staterun sana news agenc meanwhil NONTOPIC  N  AVERB struck arnous park in damascus late  DAYZ sday AVERB  N   ACTAR  and AVERB N  shopper  out ahead of  muslim holi  MONZ  of ramadan  begin on  DAYZ .  ACTAR  forc earlier fire  ACTAR mad _eleph       rocket on   ACTAR held  ADMINN  of sub_rifdimashq AVERB N  ACTAR  includ  N  children and N women accord to  observatory.  AVERB in damascus and sub_rifdimashq occur   ACTAR  special envoy staffan de mistura  still in   ACTAR  capital. on  DAYZ nesday  end   N day visit to  ACTAR     met  ACTAR  and  officials. _the special envoy stress   heavi AVERB by  ACTAR  forc last night on sub_rifdimashq  caus signific  ACTAR  casualti call for  strong condemn         ACTAR  statement issu at  end of  visit NONTOPIC. _no context justifi  indiscrimin target of  ACTAR   ADMINN    use of collect punish by  government.      .  statement also condemn  ACTAR  AVERB of  ACTAR  neighbourhood in   DIRECTZ   ADMINN  of aleppo  AVERB and AVERB dozen  week. insurg on  outskirt of damascus occasion AVERB damascus draw massiv retali from  ACTAR  forc   reduc  N   ACTAR held  ADMINN  to rubble."
"17","1152315_v0.2.0","55896823421aa9750300a2f2_4","hasakah, deirezzour, raqqah, aleppo, idlib","no_loc"," at least N  ACTAR    AVERB sinc  MONZ temb last year    ACTAR l intern coalit start to carri out AVERB raid   ACTAR  posit in  ACTAR    ACTAR  observatori for human right NONTOPIC on  DAYZ sday. accord to  latest figur releas by observatori N  ACTAR  includ  ACTAR  and  ACTAR   AVERB sinc  begin of  AVERB on  MONZ temb N.  ACTAR  fatal includ N children and N women most in AVERB  oil facil   AVERB in alhasakah deir alzour alraqqah aleppo and idlib  in  DIRECTZ   ACTAR .  britainbas right  ACTAR  also highlight  slaughter commit by  intern coalit   MONZ  N and  MONZ  N in   ADMINN  of bir mahali in aleppo  at least N  ACTAR   killed. meanwhil  suffer at least N casualti most foreign fighters. addit at least N member of alnusra front  branch of  ACTAR  in  ACTAR   AVERB in AVERB by  intern coalit  target  barrack in aleppo and idlib cities.  N  of  victim    ACTAR  from  anti  ACTAR    AVERB in  intern coalit AVERB raid     ACTAR  base     held captiv in madan on  outskirt of alraqqah   ACTAR   stronghold in  ACTAR . coalit AVERB  also caus  N  of AVERB most  members. just   N  year ago  proclaim  caliph in  ADMINN    AVERB in  ACTAR  and  ACTAR ."
"18","1152641_v0.2.0","5589b122421aa9750300aaa0_0","aleppo, daraa , idlib","aleppo"," ACTAR  forc  drop barrel AVERB on aleppo near daili  year amount to  war crime of target  ACTAR  and insurg AVERB  caus mass casualti  ACTAR  investig NONTOPIC on  DAYZ sday.    ACTAR  and  ACTAR  includ  ACTAR   impos AVERB to _devast effect       depriv resid of food and medicin and lead to malnutrit and starvat  NONTOPIC in  latest  SOURZ . _the  ACTAR       s campaign of AVERB and aerial AVERB sit alongsid  AVERB of  ADMINN  and  arrest and disappear of predomin fightingag male from restiv  ADMINN  at  checkpoint       paulo pinheiro chairman of   ACTAR  commiss of inquiri NONTOPIC  human right council. _shell of  ACTAR inhabit  ADMINN  by nonstat arm groups. includ   limit to  ACTAR  jabat alnusra and jaysh alislam.  terroris men women and children live in local held by   ACTAR         NONTOPIC.   N  ACTAR    AVERB in   N year conflict  N  refuge  AVERB.  year  ACTAR  plane and helicopt  AVERB  ADMINN  of  DIRECTZ  aleppo province.  AVERB of  ADMINN  and  ADMINN  in daraa and idlib  also intensified."
"19","1160025_v0.2.0","558bcc46421aa912f5ca70fc_6","hasakah , daraa, raqqah ","raqqah"," ACTAR  on  DAYZ  AVERB kobani   ACTAR   ADMINN  on  turkish border  AVERB for  MONZ    repuls in  MONZ  by kurdish  ACTAR  assist by punish AVERB from   ACTAR l coalition.  kobani AVERB  part of  multiprong  ACTAR  offens target kurdishdomin  ADMINN  of  DIRECTZ   ACTAR .   ACTAR  also struck   ADMINN  of hasakah joint AVERB by  ACTAR  forc and  kurdish  ACTAR  known   ypg.  AVERB in kobani left at least N AVERB and N AVERB accord to   ACTAR  observatori for human right  pro ACTAR  britishbas  DAYZ itor   network of  ACTAR  in  ACTAR .   ACTAR  offens  seen   bid to blunt  AVERB of kurdishl forc toward raqqah   ACTAR       s de facto capit in  ACTAR .   ACTAR  launch  AVERB on kobani   car AVERB near  mursitpinar border cross   ACTAR  AVERB  N  ACTAR  ocalan isso deputi defens minist of kobani NONTOPIC in  phone NONTOPIC. in  ensu chao   ACTAR    ACTAR  disguis  ypg  ACTAR  infiltr   ADMINN  also known  sub_aleppo and command  school toss hand grenad and deploy sniper on  roof isso NONTOPIC.   NONTOPIC kurdish forc  AVERB  build and    ACTAR   cut  from  reinforcements.  ACTAR  conflict. relat of  AVERB gather in front of  hospit in suruc  ACTAR    AVERB suicid AVERB across  border in   ACTAR   ADMINN  of kobani.  ilya akengin /  SOURZ /getti images.    ACTAR  casualti figur  releas  kurdish  ACTAR  upload dozen of imag on social media depict   ACTAR  AVERB and AVERB in  violence.  also  SOURZ   N   car AVERB  deton later in  day  AVERB continu in  DIRECTZ  part of  city.   ACTAR  also overran   ADMINN  of barkh botan  N mile  DIRECTZ  of kobani AVERB at least N  ACTAR  and AVERB N other   ACTAR  observatori for human right NONTOPIC.   ACTAR  state news agenc sana  SOURZ  fierc AVERB in hasakah   ACTAR  troop AVERB   ACTAR  incurs in   DIRECTZ   ADMINN .  casualti figur  provid   pro ACTAR  aamaq news agenc claim   N soldier  AVERB in  attacks.  ACTAR   SOURZ   N  of  ACTAR   abandon  home and AVERB  fighting.  latest  ACTAR  offens rais  SOURZ  tension   role of  ACTAR   fear  kurdish offens just across  border in  ACTAR   fan  MONZ aratist sentiment among   kurdish minority.  ACTAR  view  ypg   proxi for   ACTAR    ACTAR   wage  decadeslong insurg   turkish state. isso NONTOPIC  ACTAR  of  complicit in  AVERB on kobani charg   ACTAR  AVERB kobani from turkish territory. turkish  ACTAR  dismiss  claim NONTOPIC  possess concret evid     cross from  turkish side accord to agenc francepresse. last week kurdishl forc rout  ACTAR   almost  year earlier  AVERB  border  ADMINN  of sub_raqqah.  offens back by coalit AVERB cut    ACTAR   main suppli rout to raqqah  N mile  DIRECTZ .  also gave kurdish forc  opportun to consolid  N   ADMINN  in  DIRECTZ   ACTAR    AVERB  well  open   corridor to  ACTAR . elsewher in  ACTAR  N  ACTAR  faction oper in   DIRECTZ   ADMINN  of daraa NONTOPIC  campaign to wrest AVERB of  ADMINN  of daraa  ADMINN  from  government. sana  SOURZ    AVERB by _terrorist      .   ACTAR       s standard descript of  ACTAR  factions.   thwart   ACTAR  jet pound  ACTAR  target in AVERB villages.  news agenc also deni    ACTAR   taken AVERB of  strateg daraadamascus road  N  of  N  main highway link  DIRECTZ   ACTAR  to damascus damascus and seat of power of  ACTAR .   ACTAR  oper dub  DIRECTZ  AVERB  spearhead by faction associ    DIRECTZ  front  coalit of call moder fighters.  success   grant   ACTAR   rear suppli base to mount oper on damascus  scant N mile  DIRECTZ   well  creat  contigu zone of  ACTAR  AVERB stretch from kuneitra  ADMINN  border  israeliheld sub_quneitra to  outskirt of  druze  ADMINN  of suweida.   ACTAR  observatori put  AVERB toll at N on   ACTAR  side    give casualti figur for  ACTAR    ACTAR  forces.  AVERB for daraa  ADMINN  come   recent string of import gain for   DIRECTZ  front.  ACTAR  claim  battlefield success   result of  intens  N  MONZ  period of suppli and armament for  coalit from  logist hub locat in  jordanian capit amman staf by oper from  number of intellig servic includ  cia."
"20","1191823_v0.2.0","55991029421aa92762602b7b_6","raqqah, homs , damascus, rifdimashq","damascus"," ACTAR l coalit AVERB in  DIRECTZ   ACTAR   DAYZ urday and  DAYZ day  AVERB at least N  ACTAR  and AVERB others. in  statement issu earli  DAYZ day  coalit NONTOPIC  AVERB target structur and transit rout use by    ACTAR  in and around raqqah. coalit  ACTAR  lt. col. thoma gilleran NONTOPIC  AVERB   call signific  intend to deni   ACTAR   abil to move  ACTAR  capabl  DAYZ oughout  ACTAR  and   ACTAR .  casualti figur  releas by   ACTAR  observatori for human rights.  affili websit NONTOPIC  AVERB and NONTOPIC N  ACTAR   AVERB and dozen wounded. meanwhil   SOURZ  newspap  SOURZ   turkish  ACTAR   discuss   ACTAR  intervent   command from   ACTAR  border. ankara reinforc  forc along  border in  past week ad  ACTAR  tank and antiaircraft missil  rais question   futur of  ACTAR   reluct role in   ACTAR  led offens   militants. turkish leader includ  ACTAR  ahmet davutoglu  repeat dismiss claim of immedi intervent in  ACTAR .  DAYZ urday  ACTAR  releas  video show N men  execut in  ancient amphitheat in   ACTAR   ADMINN  of sub_hom by member  appear to  young teenagers.  video upload to social media purport to show   ACTAR  lead   ACTAR  of   NONTOPIC to   ACTAR  soldier from  notori sub_hom prison to  amphitheater.    SOURZ  carri out   N execut in and around sub_hom sinc  AVERB   ADMINN  in  MONZ . also  DAYZ urday  ACTAR  troop back by  ACTAR   ACTAR  began  major offens to AVERB   ACTAR held mountain resort   ACTAR  retali by AVERB damascus damascus. footag releas by  ACTAR   almanar televis station show larg plume of fire rise from sub_rifdimashq locat  DIRECTZ  of   ACTAR  capit near  border   ACTAR . almanar  SOURZ   ACTAR  and  ACTAR  troopsund  NONTOPIC of AVERB  AVERB from  N  direct and   ACTAR   isol insid sub_rifdimashq.   ADMINN   close to   ACTAR damascus highway  link  ACTAR  and  ACTAR . AVERB     strateg gain for  ACTAR  bashar alassad  government. sub_rifdimashq   held by  ACTAR  sinc short   ACTAR   crisi began in  MONZ  N.  conflict  AVERB   N  ACTAR  and AVERB at least   N  accord to  unit nations.  popular resort  ADMINN    N  of   ACTAR   last stronghold along  border.   part of  major suppli rout for weapon sent by  ACTAR  to  ACTAR    outbreak of   ACTAR  conflict in N. violenc from   N year civil war  regular spill    ACTAR . AVERB fire by  ACTAR   damascus struck  N   ADMINN  includ   DIRECTZ  baghdad street  ADMINN . anoth AVERB AVERB damascu  famous dama rose hotel previous le meridien near  posh  ADMINN  of abu rummaneh.  AVERB caus damag to  hotel shatter  of  windows.   ACTAR  state news agenc  SOURZ    N  person  AVERB and  N  other  wounded."
"21","1205469_v0.2.0","559e80bf421aa93dcb76a8bf_6","idlib , raqqah","no_loc","damascus  MONZ  N . ians.  at least  N   ACTAR  of  al qaidalink nusra front  AVERB in AVERB by   ACTAR l antiterror coalit in  DIRECTZ   ACTAR    DAYZ itor  ACTAR   SOURZ  on  DAYZ .  intern coalit carri out at least  N  AVERB overnight  of  target  vehicl of  N  of  nusra command on  road    ADMINN  of sub_idlib and sub_idlib in  countrysid of   DIRECTZ   ADMINN  of idlib much of   AVERB to  nusra front   past   MONZ s.  ACTAR  post onlin video footag  purport to show  burnt vehicl of  nusra command   char bodi insid  vehicle.  N   nusra posit  AVERB   AVERB in   DIRECTZ  countrysid of idlib  well accord to   ACTAR  observatori for human rights. earlier on  DAYZ sday  nusra front snatch  christian pastor in  DIRECTZ  idlib   SOURZ  NONTOPIC ad  clergyman  whereabout remain unknown.   ACTAR  coalit start  AVERB    ACTAR  . .   ACTAR  and  ultrarad  ACTAR  in  ACTAR  late last  MONZ .  nusra front and likemind  ACTAR  launch  widescal offens  idlib last  MONZ  strip  ACTAR  forc of much of  key  ADMINN  near  ACTAR   SOURZ  news agenc reported.  also aim to establish   version of  islam caliph akin to   rival  ACTAR    ACTAR     AVERB  entir  ADMINN  of alraqqah in  DIRECTZ   ACTAR  and NONTOPIC   de facto capital."
"22","1208245_v0.2.0","55a02235421aa9097a5d06f1_3","aleppo, daraa , hasakh","no_loc","  ACTAR   ACTAR  NONTOPIC on  DAYZ day    ACTAR   resist to recent largescal  ACTAR  AVERB  disprov predict   ACTAR  bashar alassad  day  numbered. in  speech to mark  annual propalestinian qud day  ACTAR  shiit leader sayi hassan nasrallah NONTOPIC   ACTAR   taken  initi sinc lose  of idlib  ADMINN  to  islamist allianc includ  ACTAR   nusra front.  ACTAR   alli    ACTAR  and AVERB alongsid  in  ACTAR . just recent  idlib fell  NONTOPIC   ACTAR   finish and  began count day nasrallah NONTOPIC support in  speech in   ACTAR   stronghold in   DIRECTZ   ADMINN  of  ACTAR .  momentum   swept  ACTAR  and  moder  ACTAR  to  seri of swift victori    ACTAR  appear to  slow in  N  major AVERB aim at AVERB   ADMINN  of aleppo in   DIRECTZ  and daraa in   DIRECTZ .   ACTAR  offens   far fail to make much headway in  face of stiff resist by   ACTAR    use  superior air power to pound  positions.   ACTAR   also close in on  ACTAR  in AVERB of ancient sub_hom in  DIRECTZ   ACTAR   troop seek to AVERB   ADMINN  of roman ruin current around  N km .  N  miles.  away.  ACTAR back nasrallah NONTOPIC   ACTAR   taken back  initi across  frontlin includ  border  ADMINN  of sub_rifdimashq near   ACTAR damascus highway   and  ACTAR   AVERB  N  year of  ACTAR  AVERB.  happen in  last  week  clear   scene  changed.  steadfast of   ACTAR  in face  great campaign in daraa suwayda hasaka and aleppo nasrallah NONTOPIC supporters.  MONZ ar  mortar round fire by  ACTAR  caus  major fire at   ACTAR  build in   DIRECTZ   ADMINN  of hasaka  firefight put out state televis  SOURZ  on  DAYZ day. earlier   ACTAR  sourc NONTOPIC   ACTAR   blown    N  explosiveladen car in   DIRECTZ  part of  city.  sourc NONTOPIC   casualti  gave   details.  hardlin  ACTAR  continu to stage lightn AVERB insid   ADMINN    driven out of   ADMINN  follow  fail offens last  MONZ  to AVERB hasaka capit of  ACTAR   main oil and grainproduc province."
"23","1212776_v0.2.0","55a0f079421aa9098d117862_1","aleppo","aleppo","N  ACTAR   among  AVERB in  helicopt AVERB on sub_aleppo N km  DIRECTZ  DIRECTZ  of aleppo.   ACTAR  AVERB on   ACTAR AVERB  ADMINN  in  DIRECTZ   ACTAR  AVERB at least N  ACTAR  includ  N  children on  DAYZ urday   DAYZ itor  ACTAR  NONTOPIC.   ACTAR  observatori for human right  u.k.bas organis   DAYZ itor  war via  network of  ACTAR  on  ground NONTOPIC N  ACTAR   among  AVERB in  helicopt AVERB on sub_aleppo N km . N miles.   DIRECTZ  DIRECTZ  of aleppo.  MONZ ar campaign.   ACTAR l coalit  wage   MONZ ar campaign of AVERB   ACTAR  target in  ACTAR   reject  idea of partner   ACTAR  bashar alassad   see  part of  problem."
"24","1227753_v0.2.0","55a79c3b421aa909ce71ee65_4","aleppo, idlib , rifdimashq ","aleppo","at least N  ACTAR  includ  N  children  AVERB on  DAYZ  in regim barrel AVERB AVERB on   ACTAR held  ADMINN  in  DIRECTZ   ACTAR    DAYZ itor  ACTAR  NONTOPIC.  ACTAR  helicopt drop  crude and indiscrimin weapon on sub_aleppo  lie in   DIRECTZ   ADMINN  of aleppo and  held by   ACTAR   ACTAR  accord to   ACTAR  observatori for human rights. sinc  DAYZ urday at least N  ACTAR    AVERB in aerial AVERB on   ADMINN . observatori head rami abdel rahman NONTOPIC  SOURZ   intensifi air AVERB by regim forc on sub_aleppo  aim at foil  effort on multipl front includ  nearbi kweyri  ACTAR  airport    AVERB for    year. sub_aleppo  strateg import     N  of   closest posit to regimeheld part of aleppo  NONTOPIC. in  MONZ    N  ACTAR   AVERB by barrel AVERB AVERB on   ADMINN .  ACTAR   embattl regim  heavili AVERB  ADMINN  in aleppo  ADMINN    AVERB out of  AVERB. to   DIRECTZ  in idlib  ADMINN   allianc of  ACTAR  and islamist  ACTAR  carri heavili AVERB   ADMINN   last  N  regimeheld shiit  ADMINN  for   N  consecut day.   ACTAR  of conquest   ACTAR  coalit  includ alqaeda   ACTAR  affili alnusra front began  AVERB on sub_idlib and sub_idlib on  DAYZ nesday. dozen of AVERB fell overnight on  DAYZ nesday and   DAYZ  morn on sub_idlib and sub_idlib   larg inhabit by shiit muslim  observatori NONTOPIC. abdel rahman NONTOPIC   casualti    immedi toll.   ACTAR  of conquest NONTOPIC on  DAYZ nesday  AVERB   respons to  offens by   ACTAR  and   ACTAR  shiit movement  ACTAR  on sub_rifdimashq  last  ACTAR held bastion along   ACTAR  ACTAR  border. AVERB in sub_rifdimashq rage on  DAYZ  accord to  observatori   document heavi AVERB on   ADMINN  sinc earli  MONZ . at least N  ACTAR    AVERB in  ACTAR   multifront conflict  began in N  anti ACTAR  protest  devolv   civil war."
