"","story_id","province_human","province_ICEWS","cleantext"
"114",26202035,"southkivu, northkivu","South Kivu Province","drcongo local secur committe NONTOPIC case of insecur  text of SOURZ by congoles rebel AVERB SOURZ from sub_northkivu on N MONZ  place name in DIRECTZ drcongo  year N secur committe meet in bahund chefferi AVERB place yesterday N MONZ N in sub_northkivu. meet chair by interim head of bahund chefferi mwami tradit chief nichola kalinda kibanca.serg ngango bulemb NONTOPIC  ngango bulemb ..newspap ellipsi  hear NONTOPIC from  ADMINN  includ kamuhoza muvunyi shanga muvunyi sub_northkivu muvunyi matandara  and   muvunyi kibazi  and   ufamandu phonet  committe conclud secur prevail in entir chefferi despit problem caus by local defenc element  and   indisciplin soldiers. in sub_southkivu phonet  trader from word indistinct  AVERB by indisciplin soldier.in muvunyi shanga at bweremana phonet indisciplin element from place call ADMINN number N  involv in AVERB  and   in bisang ACTAR  raped.."
"115",17514321,"orientale","Orientale Province","N.headlines.N.civil societi bodi in sub_orientale ADMINN  NONTOPIC  ACTAR head by warlord manu invad bilulu locat N km DIRECTZ of sub_orientale ADMINN last DAYZ . civil societi coordin ad  AVERB  ACTAR fighter  and   troop of drcongo arm AVERB left N peopl includ N drcongo arm AVERB offic AVERB  and   N civilian serious injured.N.in sub_northkivu ADMINN  northkivu ADMINN  motorcycl taxi driver today demonstr  decis of mayor for night curfew start from N.N p..to N ..accord to  decis limit hour of oper even though  made in order to AVERB recent upsurg in crime in  ADMINN .N.announcements.N.n SOURZ .N.intern SOURZ .N.sport."
"116",6200214,"orientale",NA,"fifti N fighter  AVERB in ACTAR DIRECTZ sub_orientale ADMINN   N day offens by ACTAR troop back by ACTAR peacekeep  armi NONTOPIC DAYZ .AVERB  fierce.loss heavy. N of  ACTAR  AVERB  and   N wounded. for enemi  count N dead  and   N AVERB  armi spokesman in sub_orientale captain olivi mputu NONTOPIC SOURZ . joint oper  began DAYZ  and   end DAYZ even  aim at disarm militiamen in  ADMINN N kilometr N mile south of sub_orientale  main ADMINN in sub_orientalee. believ  of even theatr of oper  clear of militia  and   now secur NONTOPIC mputu.AVERB last N day in  ADMINN of sub_orientalee. militiamen tri to resist AVERB mortar  and   rocket  added. N of AVERB member of sub_orientale patriot resist front arm ACTAR drawn from sub_orientale lendu ethnic ACTAR creat in MONZ N back from ACTAR . member of  ACTAR gave  weapon  MONZ  and   MONZ  demobilis oper involv N fighter in sub_orientalee. leader germain katanga  arres in kinshasa in MONZ . N ACTAR troop AVERB part in latest operation. back by bangladeshi pakistani  and   maroccan troop from  ACTAR mission in ACTAR  known monuc. peacekeep stay in rear to stop militiamen overrun front line  and   also to evacu AVERB explain armi spokesman. militiamen fled west other DIRECTZ  toward northkivu ADMINN . in total disarray  and   abandon weapons.sb afm smc"
"117",27015427,"northkivu","Province du Nord-Kivu","violent AVERB rebel  and   ACTAR troop in restiv DIRECTZ  ACTAR  left at least N peopl dead  ACTAR offici NONTOPIC DAYZ .at least N ACTAR fighter  and   N soldier AVERB in AVERB broke out on DAYZ in  ADMINN of sub_northkivu  N kilometr N mile north of sub_northkivu  capit of northkivu ADMINN  colonel richard bisamaza NONTOPIC. N member of mai mai ACTAR  AVERB bisamaza NONTOPIC. MONZ arat SOURZ NONTOPIC SOURZ  AVERB N dead includ N soldiers. mai mai AVERB armi build to tri to free number of  ACTAR   arrest  and    held  accord to bisamaza  fled  hour of gunfir exchange.northkivu lie in unstabl east of dr ACTAR   and   domin by arm movement includ mN rebel  ACTAR  ACTAR suspect of receiv financi support from ACTAR  and   ACTAR . countri deni accusation. ACTAR attent focus  past year on AVERB mN  ACTAR   mai mai   come from AVERB known katakatanga seek secess of katanga ADMINN    abl to prolifer in northkivu  and   neighbour southkivu.dr ACTAR  ramp  effort to tackl arm movement   N troop of N strong african intervent brigad aim at AVERB on arm group arriv in countri earlier week. brigad will assist  ACTAR AVERB known monusco alreadi present in country.ak pb vjf lc"
"118",17886241,NA,NA,"ACTAR secur council made new demand DAYZ for outsid govern to end support for rebel AVERB  ACTAR in DIRECTZ  ACTAR . demand made at meet at dr ACTAR  and   neighbor ACTAR wrangl  back mN rebel  inflict blister AVERB on ACTAR AVERB  now NONTOPIC to pull back from key ADMINN .tw jm"
"119",1948346,"orientale",NA,"SOURZ envoy to ACTAR  urg ACTAR  and   ACTAR to continu use britain mediat on secur concerns.tens flare recent  ACTAR  push deep sub_orientale in pursuit of suspect pra rebels. updf AVERB thoma lubanga rwandan back ACTAR .last week lendu ACTAR AVERB N ugandan dissid at train camp NONTOPIC  reach ACTAR  ACTAR .convers ACTAR still insist  ACTAR  train interahamw  and   spokesman NONTOPIC week  given physic evid of to  N  ACTAR .last week ACTAR  threaten to redeploy in ACTAR lead to fear of immin confront  ugandan army. ACTAR  and   ACTAR  accept britain  honest broker in verif exercise.despit  former coloni power in east africa   polit econom reason  choos to AVERB side either ACTAR  ACTAR .britain role to investig alleg of support for rebel by either side.in last N year  alleg by side prove baseless.howev AVERB of N pra rebel rais real issues. alleg stay in kigali  and   in N case flew from kigali  ACTAR . ACTAR  dismiss AVERB of rebel  hoax.britain  and   ACTAR attach of donor countri now facilit by  ACTAR to NONTOPIC N AVERB rebels. testimoni appear genuin  and   consist  donor advis ACTAR to tighten  secur procedur  pra rebel transit to ACTAR  kigali.copyright new vision.distribut by SOURZ allafrica.om keyword  ACTAR ."
"120",34811257,"northkivu","Province du Nord-Kivu","quiet incom DAYZ  june N to kamandi in  ADMINN of sub_northkivu northkivu  N day of tension  ACTAR  and   local ACTAR .accord to local sourc  AVERB caus by  ACTAR  N day earlier made AVERB  and   wounded.in retali  ACTAR  AVERB  ADMINN of  ACTAR of kamandi. ACTAR of  ACTAR in  ADMINN indic investig ongoing. civilian AVERB  ACTAR of human right attempt to interven in favor of salesperson of concern to fish market by policeman accord to local civil society. discuss  ACTAR open AVERB AVERB  ACTAR of human right in hip front to escap by pull AVERB in air.alert  ACTAR interven to stop  ACTAR . latter reach by bullet in belli succumb to injuri  deliveri in structur of local health accord to ACTAR sources.furi  inhabit of kamandi  street on  ADMINN of sub_commission of  ACTAR   AVERB at  time  cachot of  detaine AVERB opportun to escape. policeman put in earth DAYZ to kirumba. human right ACTAR  treat at hospit in kayna.accord to sourc of commission of  ACTAR to sub_northkivu  situat still evaluation."
"121",16905752,"northkivu","Province du Nord-Kivu","almost N soldier includ N senior offic  quit armi in east of  ACTAR to join mutin arm AVERB known mN  mutin NONTOPIC DAYZ . desert  member of former rebel movement  ACTAR  ACTAR   integr  armi earli in N follow peac pact. left rank of  ACTAR  congoles armi yesterday  DAYZ  lieuten colonel vianney kazarama spokesman for  MONZ N movement mN  NONTOPIC SOURZ . N lieuten colonel  and   N major desert from  ACTAR  ACTAR  troop  command   total of N ACTAR    and   brought arm  and   ammunit  kazarama NONTOPIC. except of lieuten colonel came from southkivu ADMINN   senior offic base in northkivu ADMINN   armi  AVERB mN forces. N of major respons for logist  and   N other in armi intellig  mN spokesman NONTOPIC. senior ACTAR in  ACTAR NONTOPIC to SOURZ  certain offic in process of desert without give numbers. can t surpris  ex ACTAR  go to join brothers. surpris  AVERB weapon  desert held command post in  ACTAR  added. desert respond to call by colonel sultani makenga  leader of mN  and   former leader of  ACTAR  desert earli in MONZ  and   demand full implement of peac accord of MONZ N  NONTOPIC integr of ACTAR rebel  armi kazarama NONTOPIC.troop  in  ACTAR  desert for week blame poor condit in armi  and    ACTAR  AVERB in sub_orientale near border  ACTAR  and   ACTAR .in spite of frequent shell by armi  mutin held posit on runyoni mbuzi  and   chanzu hill in park.in recent day  relat calm prevail in conflict  AVERB N local villag  and   turn  N refuge on far side of border accord to  SOURZ .peopl still leav AVERB zone  ACTAR sourc NONTOPIC. resid fled AVERB in runyoni come back  and   other elsewher flee threat  and   mistreat on part of  ACTAR  kazarama NONTOPIC.hab epe nb jhb"
"122",22327893,"northkivu","Province du Nord-Kivu","text of SOURZ in english by italian base missionari servic SOURZ agenc  SOURZ  websit N peopl yesterday alon  cross border  ACTAR  bring total number of peopl from  ACTAR  fled to neighbour countri to escap violenc in northkivu NONTOPIC  SOURZ high commission for refugees.unhcr NONTOPIC  major resid of sub_northkivu ADMINN  congoles AVERB  and   local mayi mayi ACTAR  AVERB  ACTAR  nation council for peopl defenc rebel led by rogu general ACTAR . situat contribut to worsen overcrowd condit of camp   N at nakival N km from border.meanwhil local sourc NONTOPIC  rebel also taken ishasha along border   ACTAR  AVERB  congoles patriot of resist pareco in sub_northkivu. taken ishasha  peac MONZ to reassur peopl NONTOPIC rebellion element to  SOURZ   SOURZ   NONTOPIC by offici sources.in  ADMINN at heart of AVERB nyarububa mumba kanyenzuti kibabi  and   kalond  N home  AVERB  and   set afire.meanwhil  ADMINN author NONTOPIC  recov N ton of humanitarian aid destin for camp of sub_northkivu  stolen  N day ago. food  and   product found  ACTAR AVERB in  ADMINN of sub_northkivu.monuc NONTOPIC  launch inquiri  NONTOPIC of AVERB  and   abus at expens of civilians. descript of SOURZ  rome SOURZ  SOURZ in english"
"123",22277006,"orientale","Orientale Province","text of SOURZ by grace matsiko entitl  lra koni escap  publish by lead privat own ugandan newspap daili monitor websit on N MONZ  subhead insert editori detail emerg explain  updf  ACTAR peopl defenc AVERB  and   region alli fail to AVERB AVERB lord resist armi lra rebel chief jo MONZ h koni  senior ACTAR  and   ACTAR intim   loophol in AVERB plan. N major mistak accord to well place sourc declin to name of sensit of matter  failur to ground troop closer to koni headquart at camp swahili  Nkilometr north of dungu inorientale ADMINN  DIRECTZ drcongo  to re enforc air AVERB  shell camp  and   N other on DAYZ  N MONZ   and   DAYZ . biggest mistak  to ground troop within walk distanc from camp  gave time to rebel  AVERB to crawl away   AVERB to pick by fellow fighter  senior ACTAR command monitor oper from kampala NONTOPIC. ACTAR NONTOPIC on averag  troop AVERB less N hour to reach site AVERB by fighter jet  gave rebel ampl time to carri away   NONTOPIC of darkness. plan   helicopt AVERB  and   immedi ground AVERB move in   happen  ACTAR explained.anoth ACTAR explain  updf deploy within surround koni  updf collabor intellig NONTOPIC   at camp swahili on night of DAYZ   fail to slip  dragnet. oper spokesman capt chris magezi NONTOPIC  best option  to deploy troop in walk distanc from camp  terrain  allow to happen.  deploy ground troop fast   of terrain  place forest  and   surround by river capt magezi NONTOPIC DAYZ monitor. rebel  MONZ  return to camp at night  and   pick AVERB  dead for us  interest in count bodi  strateg object to break lra organ rescu abducte   and   continu to  added.capt magezi defend armi claim   make adequ plan to AVERB account challeng terrain  to encount in operation.  underestimate. major plan to carri out air AVERB  and   send in ground troop capt magezi NONTOPIC. finish air AVERB  sent in ground troop  now go in to cordon  and   search   suppos to .capt magezi argu strateg  achiev lot. AVERB major food sourc  and    koni  surviv on food carri away for long.  ACTAR sourc NONTOPIC  receiv intellig inform  foreign ACTAR  got wind of oper  tip koni to reloc  warplan AVERB hideout. inform howev seem to contradict NONTOPIC within  ACTAR  and    ACTAR  oper lightn thunder  N of  discreet ACTAR prepar  updf  involv in last N decades.plan oper sourc NONTOPIC   overal oper command brig patrick kankiriho  N deputi col mose rwakitar  and   lt col muhoozi kainerugaba presid yoweri museveni  chief of defenc AVERB gen aronda nyakairima  and    ACTAR intellig boss brig jame mugira  updf command knew detail  and   time AVERB to AVERB place.for  N  MONZ soldier spent on drill  and   rehears  N knew  actual head to drcongo  ACTAR  SOURZ  keen follow prepar NONTOPIC. ad in  ACTAR establish  top command  lower cadr soldier kept in dark on detail of oper to avoid excit  MONZ lead to inform leak to enemi at worst coward desert army.capt magezi in NONTOPIC daili monitor earlier in week NONTOPIC koni sneak from camp swahili short  AVERB AVERB place.  state whether koni got wind of impend attacks.capt magezi also deni NONTOPIC  command on ground  alter origin plan  contribut to koni escape. deputi spokesman for lra peac deleg  and   close confid of koni mr justin labeja NONTOPIC updf soldier sympathet to koni  alert to move out  air raids.definit quarter of armi on side.otherwis  updf NONTOPIC koni in camp  come escap  NONTOPIC.  fighter  and    intellig  to know  enemi planning.shadow foreign affair minist  and   member of  opposit forum for democrat chang fdc reagan okumu insist failur by updf to provid pictur of bodi of lra fighter vindic statement at parliament  armi AVERB empti camps. camp empti  emerging. rebel inform in advanc  and   move out of place mr okumu  aswa ADMINN mp NONTOPIC.howev state minist for foreign affair mr okello oryem attribut koni escap to sheer luck.koni just lucki otherwis  good intellig on  mr oryem  current in charg of  ACTAR peac deleg  post of dr ruhakana rugunda to  ACTAR  NONTOPIC.mr oryem NONTOPIC thick forest hinder faster deploy of troop gave koni advantag to escape. DAYZ monitor establish presid museveni on DAYZ met gen aronda  and   brig mugira for review of  gone wrong. NONTOPIC call command in drcongo  and   held telephon convers  on to re organ operation. updf  guard in releas detail of operation.for instanc  major ugandan newspap manag to get pictur of oper week sinc  launched.mr oryem NONTOPIC  ACTAR  prepar to avail pictur  and   relat inform to public soon. descript of SOURZ  kampala monitor internet version WWWin english  independ daili own by kenya base nation media ACTAR .url WWWwww.onitor.o.g"
"124",4273804,"northkivu","Province du Nord-Kivu","fresh AVERB in  ACTAR  spark  new exodus of N congoles refuge  enter ACTAR border ADMINN of kanungu  and   kisoro. Nnd divis armi spokesman lt.chris magezi NONTOPIC fresh AVERB local ACTAR group erupt Nkms insid dr ACTAR in sub_northkivu  and   nyamirima  land site at lake edward. AVERB at border can hear motor sound from ACTAR  well. N peopl fled kanungu week  and   similar number settl in kisoro  NONTOPIC.magezi NONTOPIC NONTOPIC come from dr ACTAR indic  lendu ACTAR AVERB  and   drove ACTAR sub_northkivu rebel AVERB out of sub_northkivu  and   nyamirima ADMINN . NONTOPIC ACTAR sub_northkivu AVERB to recaptur  ADMINN . AVERB peopl to flee to ACTAR  and    even enter queen elizabeth nation park.  screen everybodi enter ACTAR . still crisscross at border magezi NONTOPIC. NONTOPIC secur meet held in kanungu on MONZ N  and   congoles advis to go to  ACTAR  ADMINN  safe. tri to allow refuge in ACTAR  and    alert to block bad element from AVERB advantag of situat magezi NONTOPIC.last DAYZ night arm thug AVERB shop in kanungu  and   fled back dr ACTAR . ACTAR of dr ACTAR presid jo MONZ h kabila  AVERB various rebel faction  and   local militia  made  DIRECTZ part of countri insecure.peac elud ACTAR DIRECTZ  ADMINN sinc civil AVERB broke out  N year ago.sinc N  ACTAR  and   ACTAR withdrew armi from DIRECTZ dr ACTAR    back rival rebel AVERB kabila ACTAR  secur in  ADMINN  fragile.loc ACTAR group often AVERB  AVERB peopl from  ADMINN ."
"125",2993905,"kinshasa","Kinshasa City","coup attempt thwart overnight in capit of  ACTAR   ACTAR NONTOPIC on nation SOURZ  taken AVERB in kinshasa  and    ACTAR  resign inform minist vital kamerh NONTOPIC on privat SOURZ  DAYZ .major eric lengu  and   backer AVERB AVERB of nation SOURZ  and   televis offic  nation electr ACTAR  snel  attempt coup thwart  minist NONTOPIC without elaborating. spoke on privat kinshasa SOURZ station top.kamerh NONTOPIC presid  inform  and   order  re established.fxh ns"
"126",10061864,"orientale","Orientale Province","text of SOURZ by state run SOURZ tv national congolais rtnc region SOURZ from sub_northkivu on N MONZ  place name in DIRECTZ drcongo AVERB continu in walendu bindi  ACTAR  arm AVERB of drcongo  and   frpi AVERB for patriot resist in sub_orientale  ACTAR .accord to  ACTAR spokesman of monuc  ACTAR mission in drcongo in sub_orientale  N  ACTAR soldier  and   N militiamen AVERB  clashes. AVERB NONTOPIC by ACTAR on DAYZ  N MONZ  in administr ADMINN of walendu bindi  ADMINN of kamatsi  and   tcheyi. N  ADMINN   ACTAR stronghold  situat respect N  and   N km south of sub_orientale sub_orientale chief ADMINN . AVERB  ACTAR  and   frpi began N day ago. SOURZ  SOURZ  sub_northkivu in french N gmt N MONZ N"
"127",3954305,"northkivu","Province du Nord-Kivu","text of SOURZ by congoles SOURZ from sub_southkivu on N MONZ  situat remain confus in sub_northkivu north of northkivu  DIRECTZ drcongo  mayi mayi tribal warrior now integr  nation armi of gen lokwako  AVERB troop of Nrd battalion of  ACTAR  ACTAR at itendi N km to north of sub_northkivu . AVERB NONTOPIC caus by attempt by  ACTAR to AVERB  AVERB of  ADMINN  previous headquart of mayi mayi.etienn muhindo explains. muhindo sub_northkivu hospit intens care unit  care for N AVERB AVERB includ N lieuten sinc last DAYZ  N MONZ . of indic  come from sub_northkivu north of sub_northkivu .accord to hospit director dr hang vumilia phonet  AVERB need food blanket  and   clothes. AVERB rage on at frontlin administr  and   ACTAR author remain tight lipped.contact last DAYZ  N MONZ   stop in sub_northkivu chief of staff gen bauma NONTOPIC situat  AVERB ad in mangurjipa to west of sub_northkivu   AVERB  ACTAR  and   mayi mayi  opinion  share by AVERB peopl from mangurjipa continu to flock sub_northkivu. latest to arriv talk of violent AVERB N km from sub_northkivu. inform remain unconfirm by independ sources. SOURZ  SOURZ sub_southkivu in french N gmt N MONZ N"
"128",35854538,"northkivu","Province du Nord-Kivu","author in  ACTAR arrest N suspect in connect massacr in troubl east of countri left N dead  ACTAR NONTOPIC DAYZ . suspect taken custodi for AVERB began in MONZ in sub_northkivu ADMINN includ ugandan muslim rebel  wide blame for massacres. ACTAR  and   ACTAR peacekeep carri out oper joint part of oper strategi  AVERB in sub_northkivu  SOURZ mission spokesman charl bambara NONTOPIC ad weapon munit AVERB  and   radio also seized.around N peopl AVERB in various part of sub_northkivu  seri of AVERB attribut to member of ACTAR  adf  accord to  ACTAR in restiv northkivu ADMINN .sinc N adf  activ in mountain terrain around sub_northkivu  and   frequent engag in massacr AVERB  and   forcibl conscript of local people. ACTAR  also involv in lucrat traffick of commod like wood. N of worst masacr happen in  ADMINN of sub_northkivu  import commerci hub of N resid  N peopl hack to AVERB most machet on MONZ N  and   MONZ N. next day N other AVERB just hour dr ACTAR presid jo MONZ h kabila visit sub_northkivu  and   promis to AVERB rebels. congoles armi  and    SOURZ mission in dr ACTAR known monusco  launch seri of AVERB on adf fighter sinc MONZ  weaken rebels.hab mbb jm gj"
"129",27496834,"northkivu",NA,"rebel claim DAYZ  AVERB  N armi troop sinc AVERB resum N day ago in  ACTAR volatil east  side NONTOPIC  of new attacks.sinc MONZ N soldier  AVERB  and   N AVERB among ACTAR  ACTAR AVERB rank  mN  N AVERB  and   N AVERB NONTOPIC vianney kazarama  ACTAR spokesman for mN rebel movement. armi claim on MONZ N  day  latest AVERB erupt  AVERB AVERB N rebel  and   lost N troops.neith AVERB  independ verified. side meanwhil NONTOPIC  of launch new AVERB DAYZ near flashpoint ADMINN of sub_northkivu. mN start to AVERB NONTOPIC armi ACTAR  N AVERB explod in  ADMINN of kanyarucinya N kilometr  N mile north of sub_northkivu.just  explos  ACTAR troop heavi weapon deploy toward  ADMINN   SOURZ correspond NONTOPIC. rebel claim armi in fact AVERB posit N  and   NONTOPIC of deliber AVERB civilians. N  ACTAR helicopt just drop multipl AVERB on neighbourhood in sub_northkivu  ADMINN N kilometr north of sub_northkivu  mN taken  larg ACTAR base  ACTAR NONTOPIC in statement. call AVERB insan  and   irrespons  and   NONTOPIC N  ACTAR  burnt to AVERB in home  N man AVERB  and   N civilian wounded. of victim civilian NONTOPIC rebel spokesman kazarama. SOURZ  peacekeep mission in dr ACTAR  largest in world NONTOPIC armi react quick  and   firm to mN AVERB retak key hill in kanyarucinya.  devast psycholog effect on rebel moral NONTOPIC peacekeep mission. ACTAR  begun deploy  N ever offens AVERB to dr ACTAR to AVERB mN  and   arm groups. N third of new N troop AVERB in place  and    ACTAR NONTOPIC last week  readi to send  battle. rebellion by mN  ACTAR form by tutsi ex soldier mutini from armi in MONZ N  latest to ravag vast DIRECTZ african countri miner rich conflict torn east. mN AVERB sub_northkivu   capit of northkivu ADMINN  and   hub around  of AVERB revolv  for N day in MONZ  withdraw from  ADMINN  intern pressure. latest bout of AVERB extinguish truce  last from late MONZ   ACTAR chief ban ki moon visit  ADMINN  mid MONZ .str hab jhb mfp"
"130",4312713,"northkivu, kinshasa","Province du Nord-Kivu","ACTAR troop in AVERB on DAYZ of  ACTAR  ADMINN of sub_northkivu  and   surround  N day of AVERB rebel AVERB armi  and   SOURZ  ACTAR NONTOPIC.sub_northkivu  and    hill around  AVERB of Nth  and   Nth integr brigad of  ACTAR armi  ACTAR mission monuc spokesman ajay dalal NONTOPIC SOURZ . ACTAR AVERB  and   armi recaptur  ADMINN in  DIRECTZ northkivu ADMINN   of surround N hour  ACTAR Nst  and   Nrd armi brigad AVERB much of  ADMINN in heavi AVERB DAYZ  AVERB ACTAR soldiers. follow day  ACTAR troop gain AVERB of  ADMINN  and    ACTAR armi move in afterwards. DAYZ  and   DAYZ  N ACTAR troop  and   N civilian AVERB accord to delphin kahimbi deputi ACTAR command of  DIRECTZ northkivu ADMINN . N of  ACTAR troop led by general ACTAR  also AVERB  NONTOPIC SOURZ .  independ NONTOPIC of figures. AVERB NONTOPIC on DAYZ .monuc  peacekeep mission N strong deploy across vast DIRECTZ african countri sinc  end of region AVERB in N.  mandat to counter AVERB  AVERB  happen in sub_northkivu. ACTAR rebel brigad oppos to arm AVERB reforms. recent spate of AVERB AVERB at least N peopl humanitarian ACTAR NONTOPIC. AVERB appar start  ACTAR AVERB dead ethnic tutsi  search prompt AVERB by ACTAR  in MONZ warn will defend tutsi brother threatened.memb of renegad divis base in sub_northkivu mountain north of sub_northkivu want part of reform to armi  countri strive to recov from devast AVERB of N. ACTAR  want for alleg crime human in N  ACTAR briefli AVERB AVERB of sub_southkivu  chief ADMINN in southkivu ADMINN  to south.monuc sent half battalion  at least N ACTAR   to reinforc presenc in sub_northkivu at weekend  tension rose in capit kinshasa  N kilomet N mile to west ahead of sub_kinshasa rule on outcom of  ACTAR N free elect in N years.on DAYZ  presid jo MONZ h kabila NONTOPIC offici winner in run presidenti vote  court reject legal challeng by rival jean pierr bemba. appear to  link howev  polit develop  and   violenc in east  monuc troop in post AVERB year also undertaken ACTAR oper to disarm militia of rival warlord activ in N  ADMINN .str bed jh nb"
"131",11360045,"orientale","Orientale Province","updf AVERB N lra command  and   AVERB N  fighter in on go region ACTAR offens in north east of dr ACTAR . command of oper code name lightn thunder brig.patrick kankiriho NONTOPIC yesterday  updf engag N small group of lra within sub_orientale jungles. AVERB  and   AVERB N  and   AVERB N guns. now AVERB  kankiriho NONTOPIC by telephon from dungu  base of ugandan congoles  and   sudanes AVERB in  ACTAR . troop AVERB lt.simon opira bring number of rebel command AVERB to N . bring to N number of lra fighter AVERB  and   N AVERB sinc offens launch on MONZ N. N rebel surrend  and   N captiv rescu in various part of ACTAR  and   south sudan.kankiriho NONTOPIC yesterday  armi rescu N  abductees.bi yesterday afternoon  updf assist N of abducte  N year old sudanes to deliver.bi time rescu   due  and    talk now  in labour NONTOPIC kankiriho. NONTOPIC critic of  ACTAR offens  proven wrong.  failure. aim to accomplish mission  and   will . shall get  lra leader jo MONZ h koni . explain koni still within sub_orientale forest  and    joint AVERB coordin deploy in affect ADMINN . rebel tri to flee offens  weekend burnt N of christian to AVERB at church in bima Nkm from dungu dr ACTAR .meanwhil updf chief of defenc AVERB gen.aronda nyakairima will travel to kinshasa to tri  and   extend hunt for koni in dr ACTAR . initi agreement dr ACTAR   oper AVERB  MONZ  armi spokesman capt.paddi ankunda NONTOPIC SOURZ . N day mandat expir on MONZ N  ankunda NONTOPIC ugandan troop haven t ask to leav  and   nyakairima soon visit kinshasa to ask for time to flush out rebels."
"132",24132932,"northkivu","Province du Nord-Kivu","text of SOURZ by congoles SOURZ from sub_northkivu on N MONZ  agent of  ACTAR  work  voter registr in northkivu  DIRECTZ drcongo  on DAYZ  N MONZ  went on rampag  and   AVERB vehicl of elector commiss pelt  stones.  hooligan act AVERB place around bdgl roundabout in sub_northkivu ADMINN  in front of sub_northkivu higher institur of commerc  and   involv compatriot claim pay for render servic in elector commission.  elector commiss account mr faustin luanda mbe etsa phonet  serious AVERB on head  N vehicl extens damaged. howev  agent  equal suffer  result of  pay delay deplor hooligan act of colleagu even  demand right dues. descript of SOURZ  sub_northkivu SOURZ in french  state own  ACTAR AVERB SOURZ televis national congolais SOURZ station tend to SOURZ cautious  ACTAR  and    ACTAR sub_northkivu  ACTAR sub_northkivu"
"133",7590353,NA,"Kinshasa City","congoles general NONTOPIC armi AVERB N rebel from neighbor ACTAR  and   ACTAR  cross volatil DIRECTZ  ACTAR .gen.amuli bahigwa NONTOPIC DAYZ  armi AVERB rebel in oper start MONZ N. NONTOPIC N soldier AVERB  and   ugandan rebel AVERB N civilians. DIRECTZ  ACTAR  wrack by violenc sinc ACTAR N genocid spill AVERB across border.ugandan rebel spread N year AVERB to ACTAR  sudan  and   DIRECTZ african republic. DAYZ  ACTAR Nth anniversari of independ from belgium. vast DIRECTZ african nation AVERB to develop despit great miner wealth. ACTAR  size of DIRECTZ europ  N pave road  and   NONTOPIC by near impenetr forest fighter AVERB refuge."
"134",22357634,"northkivu","Province du Nord-Kivu","sixteen civilian AVERB in night of N MONZ follow gunshot by soldier return from front  ACTAR sourc in northkivu capit NONTOPIC yesterday. casual correspond tour  ADMINN  morn of incid from sub_northkivu intern airport to  ADMINN center NONTOPIC sub_northkivu  ghost ADMINN   traffic  street desert shop market  and   offic closed.contrari to rumor circul among  ACTAR on N MONZ  sub_northkivu ADMINN  neither AVERB AVERB by nation congress for defens of peopl  ACTAR  rebel  NONTOPIC camp beyond intern airport  and   wait for outcom of negoti start  DIRECTZ author in kinshasa. panic on N MONZ calm somehow sinc unilater NONTOPIC of ceasefir by  ACTAR support by ACTAR  and   power countries.meanwhil northkivu governor julien paluki  renew call on peopl of  ADMINN to remain calm  and   patriot  and   to give in to demor rumor of kind propag by enemi of country. ADMINN execut ACTAR   still in sub_northkivu headquart of  ADMINN institut urg congoles nation ACTAR AVERB  and    ACTAR arm AVERB to assum  respons in protect person  and   property.el of congoles nation ACTAR  seen patrol street in  ADMINN  presenc of troop of arm AVERB of  ACTAR  effective. descript of SOURZ  kinshasa internet version e mail in french  e mail version of state own  ACTAR AVERB congoles SOURZ agenc"
"135",15825782,"katanga, southkivu",NA,"text of SOURZ in english by italian base missionari servic SOURZ agenc  SOURZ  websit unattribut SOURZ  dr ACTAR dozen of rebel AVERB by armi in east at least N rebel AVERB in ACTAR oper carri in east along tanganyika lake  katanga  and   southkivu ADMINN . SOURZ  refer by congoles arm AVERB  ACTAR   urg resid fled AVERB to return to  ADMINN .in talama ADMINN  sub_katanga katanga  and   fizi southkivu  various ADMINN  AVERB by arm rebels.accord to armi  member of mayi mayi  alleluia  and   yakutumba faction  and   alli of  ACTAR  ACTAR   and   nation liber AVERB fnl ex burundian rebellion. rebel AVERB for AVERB commerci activ on tanganyika lake  boat captain NONTOPIC racket  and   threaten to suspend navigation. inhabit of  ADMINN  AVERB of yakatunga rebel NONTOPIC  ACTAR colonel  abl to regist to vote. SOURZ  SOURZ  SOURZ agenc websit rome in english N MONZ N"
"136",9241451,"northkivu","Kinshasa City","rebel in  ACTAR  NONTOPIC yesterday to AVERB nation park in east of countri  home to  quarter of world surviv mountain gorillas.rang from sub_orientale NONTOPIC rebel loyal to ACTAR general ACTAR AVERB  headquart of park  and   sector  gorilla to found heavi AVERB  ACTAR army.  N ranger AVERB to flee  forest   ranger NONTOPIC.  AVERB of headquart at sub_northkivu by rebel unpreced in  year of AVERB  NONTOPIC park director emmanuel de merode. park   rich varieti of anim life  and    unesco world heritag site  home to N of world surviv N mountain gorillas. lie on border  ACTAR  and   ACTAR .fighter engag in AVERB in northkivu ADMINN regular AVERB refug in park AVERB wild anim  and   chop tree for fuel. ACTAR NONTOPIC rebel led by general ACTAR  tutsi  ACTAR back from neighbour ACTAR .AVERB broke out  N side in MONZ   violat  MONZ ceasefir treati   AVERB N peopl  ACTAR food aid agenc warn last week. latest develop follow recent call by  ACTAR secur council for ceasefir in  ADMINN  theatr of conflict sinc N ACTAR genocide."
